iter	Logloss
0	0.6653517549
1	0.6318000079
2	0.6106312944
3	0.5875288113
4	0.5674858281
5	0.5455210268
6	0.5264404748
7	0.5076687066
8	0.4893423372
9	0.4667591414
10	0.4457811252
11	0.4241205601
12	0.405740597
13	0.3877987415
14	0.3741728308
15	0.3577890631
16	0.3457401445
17	0.3308069389
18	0.3185019658
19	0.3080853617
20	0.2968540474
21	0.2848703732
22	0.2759125808
23	0.2634884125
24	0.2552841638
25	0.2464144477
26	0.2371716053
27	0.2303229271
28	0.2229160252
29	0.215734059
30	0.2097244451
31	0.2022855787
32	0.1975454697
33	0.1913750183
34	0.1853203233
35	0.1795882803
36	0.173040437
37	0.1671575913
38	0.1614049526
39	0.1560456412
40	0.1499407256
41	0.1468697816
42	0.1405916637
43	0.1348728218
44	0.1311599186
45	0.128443826
46	0.1245870919
47	0.1206697173
48	0.11874322
49	0.1155122466
50	0.1108502731
51	0.1080520141
52	0.1052462385
53	0.1020174637
54	0.09921383036
55	0.09789430214
56	0.09547738136
57	0.09253936918
58	0.09011791962
59	0.08810521581
60	0.08604874634
61	0.08446903886
62	0.08220274225
63	0.08008949393
64	0.07877021
65	0.07721620945
66	0.07511111668
67	0.07257447454
68	0.07022036003
69	0.06837141103
70	0.06701096878
71	0.06579785277
72	0.0644502029
73	0.06341005898
74	0.06220918101
75	0.0606781485
76	0.05917625239
77	0.05770936506
78	0.05619245914
79	0.05545165621
80	0.05362749335
81	0.05268058401
82	0.0520940884
83	0.05150875787
84	0.05068590136
85	0.04914253686
86	0.04823647109
87	0.04766848992
88	0.0469260756
89	0.04640939083
90	0.04555393087
91	0.04485778621
92	0.04333962596
93	0.0423203924
94	0.04185623019
95	0.04137866016
96	0.04071732695
97	0.0402274813
98	0.03960433265
99	0.03901833736
100	0.03806458318
101	0.03774277917
102	0.03703608771
103	0.03643018037
104	0.03576007148
105	0.03544718174
106	0.0348143836
107	0.033878815
108	0.03329978435
109	0.03271762961
110	0.03237999601
111	0.03205198373
112	0.03172123961
113	0.0311273307
114	0.03073523432
115	0.03037271359
116	0.02956143741
117	0.02887320871
118	0.02849079001
119	0.02828902681
120	0.02795863504
121	0.02770238792
122	0.02728619364
123	0.02694962412
124	0.02635927623
125	0.02606859818
126	0.02567107572
127	0.02540972902
128	0.02530493525
129	0.02500918346
130	0.0247104626
131	0.02440607137
132	0.02420478032
133	0.02388562357
134	0.02334740127
135	0.02311119305
136	0.02279904793
137	0.02249671203
138	0.02233070693
139	0.02217071045
140	0.02195077812
141	0.02174771126
142	0.02159161403
143	0.02139422929
144	0.02091327677
145	0.02072668545
146	0.02062051989
147	0.02023262813
148	0.02001882656
149	0.01986221962
150	0.01975375208
151	0.01964069352
152	0.01945414567
153	0.01929426546
154	0.01903747455
155	0.01880204384
156	0.01867108157
157	0.0184593553
158	0.01825114424
159	0.0181154594
160	0.01803914784
161	0.01777641879
162	0.01752585613
163	0.01727644446
164	0.01717730813
165	0.01707918538
166	0.01693159136
167	0.01678141232
168	0.01664720028
169	0.01638321336
170	0.01623197025
171	0.01606551297
172	0.01594146249
173	0.01567300435
174	0.01548779774
175	0.01536450832
176	0.01522195398
177	0.01512983397
178	0.01505261337
179	0.01484123709
180	0.01469253437
181	0.01460017124
182	0.01434834955
183	0.01425065196
184	0.0139971766
185	0.01390614533
186	0.01376005112
187	0.01366429963
188	0.01360081922
189	0.01329593118
190	0.01324492605
191	0.01317472176
192	0.01302765391
193	0.01287456569
194	0.01273691008
195	0.01265690479
196	0.01253469589
197	0.01244001436
198	0.01233998543
199	0.01229588621
200	0.0121262696
201	0.01206794278
202	0.01189677469
203	0.01181093695
204	0.01174350795
205	0.01160716776
206	0.0114738812
207	0.01141061571
208	0.01136460798
209	0.01118105151
210	0.01109269805
211	0.01103189544
212	0.010893514
213	0.01085072433
214	0.01072214859
215	0.0106627624
216	0.01057031942
217	0.0104900992
218	0.01040237995
219	0.01025562216
220	0.01021424185
221	0.01018402729
222	0.01011407199
223	0.01003691481
224	0.01001042098
225	0.009973782037
226	0.009918708519
227	0.009858132583
228	0.009819588638
229	0.009741205887
230	0.009687532345
231	0.009654753314
232	0.009595344807
233	0.009543064193
234	0.009502602328
235	0.009453577361
236	0.009421800745
237	0.00936064403
238	0.00932013871
239	0.00929578713
240	0.009248618422
241	0.009126672604
242	0.008983400655
243	0.008874321219
244	0.008830904373
245	0.00876694536
246	0.008665335002
247	0.008623369222
248	0.008600090525
249	0.008458650171
250	0.008395589631
251	0.008348377467
252	0.008305449791
253	0.008261477419
254	0.008214050326
255	0.008200942589
256	0.008171346974
257	0.008067717106
258	0.0080127857
259	0.00796931894
260	0.007923112127
261	0.007894825466
262	0.007824729229
263	0.00777140568
264	0.007746866771
265	0.00765895961
266	0.007598850527
267	0.007568858527
268	0.007521421451
269	0.007404739634
270	0.007376825868
271	0.00735022869
272	0.007292506143
273	0.007252776564
274	0.007245479546
275	0.007225464718
276	0.007182675629
277	0.007131230068
278	0.007098846248
279	0.00708462041
280	0.007032373269
281	0.006973362909
282	0.00691009155
283	0.006878016617
284	0.006863561757
285	0.006837164827
286	0.006812025174
287	0.006775058549
288	0.006762560365
289	0.006738318011
290	0.006709580938
291	0.00668823308
292	0.006665916866
293	0.006639572787
294	0.006544589996
295	0.006522498107
296	0.00651297076
297	0.006482416186
298	0.006463876499
299	0.006444821217
300	0.0064298214
301	0.00639670823
302	0.006372838185
303	0.006339587014
304	0.006315396924
305	0.006278814941
306	0.006260711571
307	0.006226220154
308	0.006194366023
309	0.006156272489
310	0.006127832558
311	0.006108345069
312	0.006068025317
313	0.006048119714
314	0.006023599596
315	0.006020875987
316	0.005988668338
317	0.005937615052
318	0.005916640089
319	0.005902974476
320	0.005859345638
321	0.005817056877
322	0.005783598998
323	0.005751159978
324	0.005739535017
325	0.005724408356
326	0.005699205281
327	0.005671999725
328	0.005658163813
329	0.005615579671
330	0.005562122232
331	0.005540193595
332	0.005516376401
333	0.005479373955
334	0.005448833475
335	0.005444042201
336	0.005407999889
337	0.005369767767
338	0.005337151401
339	0.005324522263
340	0.005306115879
341	0.005253755988
342	0.005239238293
343	0.005207237939
344	0.005185277004
345	0.005147848223
346	0.005139138311
347	0.005122627531
348	0.005080295314
349	0.005061382731
350	0.005046156827
351	0.005021429414
352	0.005006850647
353	0.004980022684
354	0.004968391851
355	0.004943963929
356	0.004899984216
357	0.004875334613
358	0.004870767664
359	0.004849995886
360	0.004837485957
361	0.004806891451
362	0.004782753625
363	0.004763994898
364	0.004728752991
365	0.004711592432
366	0.004701149287
367	0.004691540901
368	0.00468532675
